conversation_id,user_id,anon_user_id,account_id,start_ts,end_ts,channel,session_status,abandonment_flag,abandonment_ts,abandonment_turn,abandonment_flow_node,dropoff_reason_code,total_turns,user_message_count,bot_message_count,avg_bot_latency_ms,fallback_count,initial_intent,top_intent,top_intent_conf,flow_id,flow_version,widget_version,widget_load_ms,device_type,browser,geo_country,client_error_count,transfer_requested_ts,transfer_completed_ts,time_to_agent_sec,kb_suggestion_shown,kb_article_clicked,csat_rating,predicted_abandon_prob,ingestion_ts
conv_5e781fff7bb0,user_1772,anon_7a15b2562f,,13:50.2,22:24.2,whatsapp,completed,FALSE,,,,,6,6,0,175.1,1,password_reset,password_reset,0.591,flow_3,v1.0,w2.1,620,desktop,Chrome,IN,0,,,,TRUE,TRUE,4,0.047,21:16.2
conv_9f2be6760ee7,user_1789,anon_b52b2b08b4,acct_663,22:34.2,08:45.2,bot,completed,FALSE,,,,,8,1,7,445.2,0,product_info,product_info,0.585,flow_14,v2.0,w1.1,193,desktop,Chrome,GB,0,,,,FALSE,FALSE,,0.263,22:56.2
conv_80a9bb32cc3f,user_1711,anon_918b42e373,,00:35.2,,whatsapp,escalated,FALSE,,,,,7,1,6,668.8,0,greeting,greeting,0.689,flow_15,v3.0,w1.0,1207,desktop,Chrome,AU,0,18:10.2,27:00.2,530,FALSE,FALSE,5,0.457,09:32.2
conv_3fc949e099e8,user_1207,anon_4037c03d25,,56:14.1,24:03.1,bot,escalated,FALSE,,,,,4,2,2,597.3,0,greeting,greeting,0.496,flow_32,v1.0,w1.0,1093,desktop,Firefox,ZA,0,08:40.1,08:48.1,8,FALSE,FALSE,2,0.334,59:17.1
conv_cd5fde1551f1,user_2738,anon_f4dd9aa68f,acct_400,02:12.1,51:11.1,web_chat,completed,FALSE,,,,,9,1,8,50,0,return_request,return_request,0.726,flow_9,v1.1,w1.1,994,mobile,Safari,AU,1,,,,FALSE,FALSE,,0.308,10:42.1
conv_128ee11ca7dc,,anon_6ccaa84b17,acct_772,27:44.7,32:36.7,whatsapp,completed,FALSE,,,,,14,1,13,433.5,0,return_request,return_request,0.481,flow_44,v1.0,w1.1,1302,mobile,Chrome,CA,0,,,,FALSE,FALSE,5,0.283,34:59.7
conv_b458c2bf339f,user_2322,anon_fe4764ae2a,,33:07.7,40:39.7,web_chat,abandoned,TRUE,51:28.7,1,flow_node_23,CLIENT_ERROR,10,5,5,326.6,1,greeting,greeting,0.951,flow_42,v1.0,w1.1,1258,desktop,Chrome,DE,0,,,,FALSE,FALSE,,0.174,35:15.7
conv_cada356290e3,user_309,anon_f86c462c45,,37:23.6,15:30.6,web_chat,completed,FALSE,,,,,9,5,4,396.2,1,return_request,return_request,0.776,flow_12,v1.1,w2.0,237,mobile,Firefox,AU,0,,,,TRUE,FALSE,1,0.368,37:43.6
conv_801dad8acefa,user_1573,anon_4f1808318e,acct_854,01:51.1,34:00.1,web_chat,completed,FALSE,,,,,8,6,2,103.9,1,product_info,product_info,0.452,flow_21,v1.0,w2.0,80,mobile,Firefox,SG,0,,,,FALSE,FALSE,,0.138,02:03.1
conv_23ec4554b765,,anon_6f444ee90b,acct_573,28:14.5,44:23.5,web_chat,handed_off,FALSE,,,,,6,3,3,366.1,1,product_info,product_info,0.836,flow_4,v1.1,w1.1,1048,mobile,Safari,IN,0,57:54.5,,,TRUE,FALSE,3,0.169,31:08.5
conv_4d08be7664d8,user_2818,anon_46d54a6233,acct_441,17:53.2,39:46.2,whatsapp,abandoned,TRUE,39:12.2,6,flow_node_45,FALLBACK,10,2,8,399.9,0,product_info,product_info,0.641,flow_47,v1.1,w1.1,653,desktop,Chrome,AE,0,,,,FALSE,FALSE,,0.157,21:44.2
conv_ee262b8331a0,,anon_c9975fd696,acct_839,43:10.8,29:59.8,web_chat,handed_off,FALSE,,,,,8,1,7,312.1,0,complaint,complaint,0.869,flow_45,v1.1,w1.1,983,desktop,Firefox,IN,0,47:56.8,54:10.8,374,FALSE,FALSE,4,0.247,49:13.8
conv_ec25695dc8e0,user_2435,anon_02c0123def,acct_813,43:00.5,00:39.5,whatsapp,completed,FALSE,,,,,9,2,7,502.6,0,billing_query,billing_query,0.801,flow_39,v2.0,w1.1,769,desktop,Chrome,SG,0,,,,FALSE,FALSE,3,0.334,44:19.5
conv_8e9051eb9f01,user_1256,anon_e63df58611,,20:40.2,31:17.2,bot,abandoned,TRUE,43:12.2,10,flow_node_76,CLIENT_ERROR,6,3,3,166.7,1,complaint,complaint,0.747,flow_38,v1.0,w2.0,1279,mobile,Chrome,AE,0,,,,FALSE,FALSE,3,0.476,23:01.2
conv_e4a5e59c7b3f,user_1410,anon_346c115c82,acct_56,33:25.1,48:59.1,web_chat,completed,FALSE,,,,,6,3,3,377.7,0,complaint,complaint,0.735,flow_40,v2.1,w1.0,1026,desktop,Chrome,ZA,0,,,,FALSE,FALSE,4,0.427,33:53.1
conv_4cf7b47174c6,user_1908,anon_a7de9e2357,,44:08.0,59:26.0,web_chat,completed,FALSE,,,,,7,3,4,150.6,1,billing_query,billing_query,0.819,flow_9,v1.0,w1.0,407,desktop,Edge,ZA,0,,,,TRUE,FALSE,1,0.173,48:34.0
conv_97bc9f6dfd1c,user_865,anon_40d40a14dd,,30:20.8,22:37.8,bot,abandoned,TRUE,49:47.8,8,flow_node_60,FALLBACK,7,2,5,312.6,0,product_info,product_info,0.506,flow_19,v2.1,w2.0,506,mobile,Chrome,US,0,,,,FALSE,FALSE,,0.393,36:35.8
conv_c7aa823da336,user_189,anon_b98895b0b5,acct_986,47:45.2,36:39.2,web_chat,completed,FALSE,,,,,12,4,8,149.8,1,product_info,product_info,0.778,flow_26,v3.0,w1.1,1007,desktop,Chrome,US,1,,,,FALSE,FALSE,3,0.413,54:18.2
conv_f7692b13cb87,user_2136,anon_b91b52e6e6,acct_679,52:47.5,56:29.5,web_chat,completed,FALSE,,,,,9,1,8,283.1,0,product_info,product_info,0.559,flow_31,v2.0,w1.0,516,desktop,Firefox,ZA,0,,,,FALSE,FALSE,5,0.411,02:45.5
conv_dc604238adcf,user_909,anon_a7ad98c9ff,acct_921,46:39.5,57:19.5,web_chat,completed,FALSE,,,,,2,1,1,458,1,password_reset,password_reset,0.704,flow_29,v1.1,w1.0,268,mobile,Chrome,ZA,0,,,,FALSE,FALSE,,0.379,48:32.5
conv_1b11f96ff532,,anon_e3aa87fefc,acct_165,12:38.7,31:10.7,web_chat,completed,FALSE,,,,,6,3,3,276.2,1,billing_query,billing_query,0.876,flow_27,v1.0,w1.1,996,desktop,Firefox,GB,0,,,,TRUE,TRUE,,0.266,18:21.7
conv_520da41affcf,user_2886,anon_11df8f1e2b,acct_373,32:03.8,10:33.8,bot,abandoned,TRUE,58:24.8,4,flow_node_93,LONG_BOT_LATENCY,8,2,6,50,0,return_request,return_request,0.408,flow_36,v2.0,w1.0,860,mobile,Chrome,IN,0,,,,FALSE,FALSE,5,0.351,40:04.8
conv_369e76c667a5,user_697,anon_f2caf69153,acct_474,55:49.7,27:06.7,bot,abandoned,TRUE,11:26.7,10,flow_node_26,LONG_QUEUE_WAIT,10,4,6,158.9,2,complaint,complaint,0.708,flow_11,v1.1,w2.0,1212,desktop,Firefox,IN,0,,,,FALSE,FALSE,2,0.105,59:20.7
conv_a7c1e83c4fa9,,anon_fafe8c2254,acct_561,18:58.8,35:44.8,whatsapp,completed,FALSE,,,,,10,3,7,428.2,0,billing_query,billing_query,0.677,flow_45,v1.1,w1.1,435,desktop,Chrome,GB,0,,,,TRUE,FALSE,3,0.277,23:26.8
conv_06ed966dd4c1,user_639,anon_d3b9c1569d,,54:45.7,05:39.7,bot,completed,FALSE,,,,,5,1,4,342,0,complaint,complaint,0.856,flow_9,v1.0,w1.0,926,desktop,Chrome,SG,0,,,,FALSE,FALSE,,0.146,59:13.7
conv_a626bec26b28,user_1197,anon_94879cae50,acct_43,10:53.6,15:27.6,bot,completed,FALSE,,,,,12,7,5,378.5,1,password_reset,password_reset,0.63,flow_20,v1.0,w2.0,511,tablet,Safari,GB,0,,,,TRUE,FALSE,2,0.224,14:13.6
conv_9fb741b65918,user_2569,anon_933ad2b33d,,43:18.3,19:57.3,web_chat,abandoned,TRUE,03:55.3,6,flow_node_63,TIMEOUT,8,5,3,50,0,return_request,return_request,0.741,flow_44,v2.1,w1.0,715,desktop,Firefox,US,0,,,,FALSE,FALSE,4,0.271,52:54.3
conv_b4b5c9566491,user_1138,anon_4abc88cd3f,acct_631,22:50.4,35:12.4,bot,completed,FALSE,,,,,4,4,0,50,0,complaint,complaint,0.777,flow_1,v2.0,w1.0,1065,desktop,Chrome,SG,0,,,,FALSE,FALSE,,0.172,28:45.4
conv_ede3bfa4f766,user_1253,anon_4df0440893,acct_273,23:21.7,59:00.7,whatsapp,abandoned,TRUE,52:32.7,10,flow_node_41,TIMEOUT,9,1,8,571.1,1,complaint,complaint,0.637,flow_11,v1.0,w2.1,930,desktop,Chrome,CA,0,,,,FALSE,FALSE,,0.149,30:35.7
conv_1a0d31db4043,,anon_00816e7daa,,24:34.7,43:09.7,bot,completed,FALSE,,,,,9,1,8,562.9,0,greeting,greeting,0.799,flow_2,v1.1,w1.0,751,desktop,Firefox,US,0,,,,FALSE,FALSE,,0.245,28:00.7
conv_8ce7a3c96b83,user_859,anon_7c5ba8994a,acct_166,54:48.7,14:30.7,bot,completed,FALSE,,,,,5,1,4,368.7,0,greeting,greeting,0.876,flow_43,v2.0,w1.1,193,desktop,Chrome,US,2,,,,FALSE,FALSE,5,0.629,58:18.7
conv_99da0b885a7f,,anon_9dafde9e78,,06:25.7,02:18.7,web_chat,escalated,FALSE,,,,,10,2,8,465.3,0,complaint,complaint,0.484,flow_41,v2.0,w1.1,704,tablet,Chrome,AU,0,35:31.7,36:10.7,39,TRUE,FALSE,,0.499,14:34.7
conv_c67ca792e958,user_1069,anon_d3f08bcf9d,acct_731,40:56.6,22:30.6,web_chat,abandoned,TRUE,07:04.6,6,flow_node_9,TIMEOUT,7,3,4,50,0,order_status,order_status,0.727,flow_25,v1.0,w1.1,719,desktop,Firefox,GB,0,,,,FALSE,FALSE,,0.566,47:04.6
conv_035caecda468,user_2332,anon_b2d7f6c5a2,acct_201,31:17.6,25:02.6,web_chat,completed,FALSE,,,,,10,3,7,354.9,0,return_request,return_request,0.813,flow_32,v3.0,w1.0,334,desktop,Chrome,SG,0,,,,TRUE,TRUE,2,0.638,40:58.6
conv_f78483acbd12,user_1386,anon_9490163a80,acct_228,37:48.8,34:25.8,web_chat,escalated,FALSE,,,,,2,1,1,50,0,product_info,product_info,0.57,flow_43,v1.1,w1.0,88,desktop,Firefox,DE,0,03:20.8,,,TRUE,FALSE,1,0.181,46:33.8
conv_c4406a8b22ff,user_1022,anon_22df61c290,,45:46.0,25:00.0,bot,abandoned,TRUE,05:06.0,3,flow_node_33,TIMEOUT,6,8,-2,506.6,1,password_reset,password_reset,0.676,flow_9,v2.0,w2.1,274,mobile,Chrome,IN,0,,,,FALSE,FALSE,,0.289,50:22.0
conv_81e2e041110d,user_60,anon_4e8ac3df2c,,20:15.6,06:09.6,bot,escalated,FALSE,,,,,4,1,3,444.8,1,billing_query,billing_query,0.752,flow_41,v2.0,w1.0,1349,desktop,Safari,IN,1,48:11.6,49:20.6,69,FALSE,FALSE,4,0.342,21:43.6
conv_217c7162818d,user_1526,anon_07ec5a81e7,,23:38.8,55:16.8,web_chat,abandoned,TRUE,48:17.8,8,flow_node_35,FALLBACK,10,1,9,67.5,1,return_request,return_request,0.75,flow_37,v3.0,w1.1,429,desktop,Other,BR,0,,,,FALSE,FALSE,4,0.542,27:47.8
conv_a5006b563475,user_678,anon_08e8a007a9,acct_307,28:43.4,26:55.4,whatsapp,abandoned,TRUE,52:05.4,2,flow_node_10,TIMEOUT,13,4,9,204.2,0,billing_query,billing_query,0.588,flow_11,v1.0,w1.0,533,mobile,Firefox,GB,0,,,,TRUE,FALSE,5,0.148,37:57.4
conv_df9d19176a16,user_2561,anon_976da4fe49,acct_302,27:10.1,47:37.1,web_chat,handed_off,FALSE,,,,,13,2,11,449.1,1,product_info,product_info,0.571,flow_21,v2.0,w1.0,1057,mobile,Firefox,SG,0,47:06.1,51:28.1,262,FALSE,FALSE,1,0.415,35:15.1
conv_e37e89bc1eb1,user_1439,anon_56921d91bd,acct_843,49:39.8,33:35.8,web_chat,completed,FALSE,,,,,6,2,4,156.7,0,password_reset,password_reset,0.495,flow_15,v1.0,w2.0,229,tablet,Chrome,IN,0,,,,FALSE,FALSE,4,0.453,58:41.8
conv_a93e99c49670,,anon_6ac1fdcfdd,,44:40.2,04:15.2,web_chat,abandoned,TRUE,46:56.2,8,flow_node_87,CLIENT_ERROR,8,3,5,50,0,return_request,return_request,0.744,flow_36,v1.0,w2.1,1059,desktop,Chrome,ZA,1,,,,TRUE,TRUE,,0.179,53:10.2
conv_09d5f9f901c7,user_2215,anon_de0d23ce97,,37:03.5,18:39.5,web_chat,completed,FALSE,,,,,5,3,2,683.1,1,return_request,return_request,0.923,flow_38,v2.0,w2.1,847,desktop,Chrome,IN,0,,,,FALSE,FALSE,5,0.17,37:06.5
conv_c2683003d236,user_672,anon_9fcb654b97,acct_355,06:57.3,53:25.3,bot,completed,FALSE,,,,,8,2,6,451.9,0,product_info,product_info,0.749,flow_42,v1.0,w1.1,659,mobile,Safari,BR,0,,,,FALSE,FALSE,5,0.356,08:53.3
conv_bcf38e627581,user_2983,anon_8449002473,,13:23.4,39:02.4,web_chat,completed,FALSE,,,,,6,4,2,358.2,0,greeting,greeting,0.614,flow_21,v1.0,w2.0,824,desktop,Safari,US,0,,,,FALSE,FALSE,3,0.237,22:58.4
conv_2d97cd01dedb,user_1687,anon_2174fc2bd3,,07:18.5,26:14.5,whatsapp,completed,FALSE,,,,,4,4,0,320.9,1,return_request,return_request,0.745,flow_48,v1.1,w1.0,1709,mobile,Edge,IN,0,,,,TRUE,FALSE,,0.402,16:07.5
conv_c987aced4f94,user_2082,anon_58e48aba42,,40:08.3,14:14.3,whatsapp,abandoned,TRUE,47:36.3,7,flow_node_59,TIMEOUT,5,5,0,372.1,1,order_status,order_status,0.911,flow_28,v1.1,w2.0,786,desktop,Chrome,GB,0,,,,TRUE,TRUE,,0.234,41:39.3
conv_3af1ad814ae9,user_709,anon_37fc10ad7a,,26:26.8,10:02.8,web_chat,abandoned,TRUE,26:55.8,4,flow_node_91,CLIENT_ERROR,7,7,0,226.3,1,order_status,order_status,0.588,flow_46,v1.0,w2.1,1025,desktop,Chrome,ZA,0,,,,TRUE,FALSE,2,0.225,27:56.8
conv_70554c2ed41e,user_972,anon_9a5114b6a9,acct_753,05:34.7,14:38.7,sms,abandoned,TRUE,12:54.7,3,flow_node_46,CLIENT_ERROR,9,5,4,214.9,0,order_status,order_status,0.927,flow_4,v3.0,w1.0,1474,mobile,Safari,ZA,0,,,,FALSE,FALSE,3,0.041,07:37.7
conv_0efca2432f07,,anon_8841d6aa7a,acct_395,27:26.6,08:34.6,sms,completed,FALSE,,,,,3,2,1,265.3,0,password_reset,password_reset,0.894,flow_10,v1.1,w1.0,949,desktop,Firefox,ZA,0,,,,FALSE,FALSE,1,0.06,31:23.6
conv_c5c1175aeb9f,user_1010,anon_a09252e30e,acct_293,25:14.6,22:40.6,web_chat,completed,FALSE,,,,,11,5,6,445.8,1,greeting,greeting,0.651,flow_8,v1.0,w2.1,1049,desktop,Chrome,GB,0,,,,TRUE,FALSE,,0.545,29:14.6
conv_a5d6f2ce4c6d,user_1347,anon_f1774a0970,acct_9,43:53.7,05:09.7,web_chat,timed_out,FALSE,,,,,5,6,-1,226.8,1,complaint,complaint,0.625,flow_47,v1.0,w1.0,428,mobile,Chrome,US,0,,,,FALSE,FALSE,,0.605,51:58.7
conv_07a021333ae3,user_708,anon_753addcc76,acct_733,39:31.3,41:00.3,web_chat,completed,FALSE,,,,,10,4,6,317.1,0,billing_query,billing_query,0.835,flow_2,v1.0,w1.1,1550,desktop,Chrome,US,0,,,,FALSE,FALSE,,0.132,45:05.3
conv_f20ec9496df6,user_1084,anon_67f34b1cfd,,54:06.1,31:07.1,web_chat,abandoned,TRUE,07:35.1,8,flow_node_56,LONG_QUEUE_WAIT,8,3,5,312.1,1,order_status,order_status,0.95,flow_50,v2.0,w1.1,558,mobile,Chrome,US,0,,,,FALSE,FALSE,,0.46,56:50.1
conv_221cc505adf8,user_1173,anon_4ed52dda61,,09:35.7,03:54.7,web_chat,abandoned,TRUE,13:13.7,2,flow_node_21,LONG_BOT_LATENCY,3,6,-3,235.3,0,billing_query,billing_query,0.729,flow_24,v3.0,w1.0,1462,mobile,Chrome,GB,0,,,,FALSE,FALSE,4,0.248,13:09.7
conv_4d720be35494,user_79,anon_720e57908d,acct_1060,50:16.4,23:32.4,whatsapp,abandoned,TRUE,02:48.4,9,flow_node_38,CLIENT_ERROR,3,1,2,184.5,0,greeting,greeting,0.745,flow_11,v1.0,w1.0,418,mobile,Chrome,GB,0,,,,FALSE,FALSE,3,0.244,53:43.4
conv_1de1ed5f9f3f,user_1924,anon_3ff74f571d,acct_31,41:49.0,06:05.0,whatsapp,completed,FALSE,,,,,7,5,2,246.8,0,order_status,order_status,0.714,flow_21,v3.0,w2.0,420,mobile,Chrome,US,0,,,,FALSE,FALSE,,0.541,43:26.0
conv_c00cb151c6ee,user_2700,anon_285b99a46e,acct_545,26:59.0,12:55.0,web_chat,escalated,FALSE,,,,,9,4,5,590.9,1,billing_query,billing_query,0.609,flow_19,v1.0,w2.0,591,mobile,Chrome,ZA,1,53:53.0,57:18.0,205,FALSE,FALSE,,0.578,31:32.0
conv_d1fcec51e7e2,user_355,anon_7e77abbacb,acct_547,17:06.6,40:28.6,web_chat,completed,FALSE,,,,,4,3,1,318.2,0,password_reset,password_reset,0.764,flow_8,v1.1,w1.0,558,desktop,Edge,GB,1,,,,FALSE,FALSE,3,0.248,21:07.6
conv_b26685ffc4a8,,anon_9c4b1e6e5a,acct_923,34:33.4,01:15.4,bot,timed_out,FALSE,,,,,6,5,1,668.6,0,billing_query,billing_query,0.785,flow_13,v2.1,w1.1,229,mobile,Firefox,DE,0,,,,FALSE,FALSE,,0.431,37:24.4
conv_b4c6281d129f,user_649,anon_e5dc0e55a3,acct_1029,41:19.0,18:33.0,web_chat,completed,FALSE,,,,,4,3,1,367.8,1,product_info,product_info,0.762,flow_41,v1.1,w1.0,1269,desktop,Safari,US,0,,,,FALSE,FALSE,,0.105,46:02.0
conv_6fce72ef8839,user_221,anon_9ab99f95e7,,32:49.8,39:37.8,web_chat,completed,FALSE,,,,,6,3,3,50,0,complaint,complaint,0.889,flow_34,v1.0,w1.0,968,desktop,Chrome,IN,0,,,,FALSE,FALSE,3,0.152,34:13.8
conv_555c814bf3ac,,anon_e10ce2d9d6,,01:44.5,40:44.5,web_chat,completed,FALSE,,,,,3,3,0,267.4,0,greeting,greeting,0.537,flow_25,v1.0,w1.0,1123,mobile,Safari,CA,1,,,,FALSE,FALSE,3,0.029,09:17.5
conv_1ae0489b9908,user_2094,anon_fc8d9859a5,acct_972,21:20.9,47:27.9,sms,abandoned,TRUE,46:20.9,3,flow_node_27,CLIENT_ERROR,7,1,6,62.2,0,greeting,greeting,0.758,flow_27,v2.1,w1.1,841,mobile,Chrome,CA,1,,,,FALSE,FALSE,4,0.254,21:33.9
conv_f7210dce290c,user_323,anon_36605fa43f,,55:26.1,27:06.1,web_chat,completed,FALSE,,,,,10,5,5,562.4,0,order_status,order_status,0.971,flow_24,v3.0,w1.0,932,desktop,Chrome,IN,1,,,,FALSE,FALSE,,0.245,03:23.1
conv_7f398e19d675,user_913,anon_c70990ebe5,,20:02.2,21:43.2,whatsapp,completed,FALSE,,,,,8,3,5,50,0,billing_query,billing_query,0.721,flow_45,v1.0,w2.0,194,mobile,Firefox,SG,0,,,,FALSE,FALSE,4,0.069,21:43.2
conv_98192487958f,user_1795,anon_46e83b347a,acct_298,32:14.6,24:20.6,bot,completed,FALSE,,,,,6,5,1,256.4,2,complaint,complaint,0.82,flow_38,v2.0,w1.0,525,desktop,Edge,US,0,,,,TRUE,FALSE,2,0.243,34:43.6
conv_6ef847c1239d,,anon_78e2172b00,acct_1027,51:52.5,28:08.5,web_chat,timed_out,FALSE,,,,,11,2,9,50,0,product_info,product_info,0.489,flow_37,v1.1,w1.1,1342,mobile,Chrome,ZA,1,,,,FALSE,FALSE,3,0.418,00:14.5
conv_a4be70c03ac1,user_2788,anon_2ee3e91032,acct_1,50:17.5,11:19.5,whatsapp,escalated,FALSE,,,,,4,2,2,318.9,0,complaint,complaint,0.907,flow_49,v1.0,w1.0,297,mobile,Firefox,US,0,58:54.5,01:59.5,185,TRUE,FALSE,,0.185,58:53.5
conv_551cf315a47b,user_1533,anon_bf9261360e,,44:44.4,43:18.4,web_chat,abandoned,TRUE,51:54.4,1,flow_node_2,FALLBACK,5,3,2,326,1,complaint,complaint,0.282,flow_38,v2.1,w1.0,772,desktop,Safari,US,0,,,,TRUE,TRUE,,0.246,53:01.4
conv_45115fc1f039,,anon_9871535d80,acct_368,33:56.6,37:00.6,whatsapp,abandoned,TRUE,52:33.6,1,flow_node_47,CLIENT_ERROR,8,5,3,496.4,1,greeting,greeting,0.741,flow_24,v1.1,w1.0,369,mobile,Chrome,DE,0,,,,FALSE,FALSE,4,0.558,41:03.6
conv_ec83097d84f3,user_1809,anon_0fecaee3fe,acct_1158,47:41.4,42:13.4,whatsapp,completed,FALSE,,,,,7,2,5,389.6,0,return_request,return_request,0.928,flow_10,v2.0,w1.1,1244,desktop,Chrome,BR,1,,,,FALSE,FALSE,5,0.263,51:47.4
conv_c894ff649454,user_950,anon_4bc78f900e,acct_105,44:34.1,18:56.1,whatsapp,completed,FALSE,,,,,5,2,3,127.8,0,return_request,return_request,0.427,flow_9,v2.1,w1.1,721,desktop,Chrome,SG,1,,,,FALSE,FALSE,2,0.326,48:46.1
conv_6385cd49d7a4,user_794,anon_6a0b56815f,,59:14.1,06:17.1,web_chat,timed_out,FALSE,,,,,3,5,-2,694.8,0,greeting,greeting,0.514,flow_31,v3.0,w1.0,816,desktop,Chrome,ZA,0,,,,TRUE,TRUE,4,0.316,07:57.1
conv_8e38b0e94552,user_1665,anon_47cf07bb02,acct_624,37:18.8,28:46.8,bot,completed,FALSE,,,,,10,1,9,215.2,0,greeting,greeting,0.29,flow_22,v2.0,w1.0,599,mobile,Safari,GB,0,,,,FALSE,FALSE,,0.294,45:35.8
conv_aaa3660f398e,user_1075,anon_604d2c4951,acct_54,03:36.6,41:29.6,web_chat,completed,FALSE,,,,,2,5,-3,50,0,billing_query,billing_query,0.776,flow_5,v2.1,w1.1,1449,desktop,Chrome,US,0,,,,FALSE,FALSE,,0.337,04:18.6
conv_b214a606c8b1,,anon_5f76840b3a,acct_46,06:27.2,24:57.2,web_chat,completed,FALSE,,,,,8,4,4,180.1,0,return_request,return_request,0.87,flow_13,v1.0,w2.0,612,desktop,Safari,GB,0,,,,TRUE,FALSE,,0.356,15:12.2
conv_47c85ebeb440,user_1511,anon_ecae3f9224,,23:02.1,55:24.1,web_chat,completed,FALSE,,,,,6,4,2,334.8,0,product_info,product_info,0.587,flow_6,v1.1,w1.0,638,desktop,Chrome,IN,0,,,,FALSE,FALSE,1,0.466,24:13.1
conv_4e17c953df16,user_371,anon_3611df0c52,acct_691,40:06.1,35:14.1,whatsapp,completed,FALSE,,,,,10,2,8,335,0,order_status,order_status,0.844,flow_35,v1.0,w1.0,490,desktop,Chrome,IN,2,,,,FALSE,FALSE,3,0.383,43:23.1
conv_ca82b0704828,,anon_a461d004b6,,11:19.4,52:00.4,whatsapp,completed,FALSE,,,,,6,2,4,495.1,0,complaint,complaint,0.934,flow_18,v2.0,w1.1,965,tablet,Other,US,0,,,,FALSE,FALSE,3,0.124,14:16.4
conv_686ec1506c85,user_2308,anon_f47f4d0c92,,47:28.1,40:23.1,web_chat,completed,FALSE,,,,,7,7,0,50,0,product_info,product_info,0.642,flow_20,v1.1,w1.0,710,mobile,Edge,CA,0,,,,FALSE,FALSE,1,0.426,50:25.1
conv_eda0ee0635ab,user_1602,anon_697b8b4c1b,acct_297,04:33.0,58:48.0,whatsapp,completed,FALSE,,,,,5,2,3,399.3,0,greeting,greeting,0.674,flow_3,v1.1,w1.1,283,desktop,Chrome,AE,0,,,,TRUE,FALSE,2,0.319,05:25.0
conv_28bda5bd31a8,,anon_feab6d9323,acct_726,34:21.7,38:30.7,web_chat,completed,FALSE,,,,,7,2,5,188.4,1,return_request,return_request,0.752,flow_22,v1.0,w1.0,1333,desktop,Chrome,IN,0,,,,FALSE,FALSE,,0.451,43:01.7
conv_54c6b0aee100,,anon_d70064c5f1,,26:13.3,,whatsapp,completed,FALSE,,,,,3,1,2,50,0,complaint,complaint,0.633,flow_25,v1.1,w1.1,549,mobile,Chrome,US,0,,,,FALSE,FALSE,,0.62,28:39.3
conv_edbb5275d3d2,user_1376,anon_7ffde58f05,acct_592,39:13.6,51:18.6,web_chat,completed,FALSE,,,,,5,3,2,351.5,0,order_status,order_status,0.671,flow_50,v2.0,w2.1,1095,mobile,Firefox,US,0,,,,TRUE,FALSE,2,0.289,42:19.6
conv_2a37e453dbe4,user_381,anon_2b2f2717bf,acct_1148,24:03.2,32:31.2,whatsapp,abandoned,TRUE,37:42.2,4,flow_node_5,CLIENT_ERROR,9,1,8,69.5,0,greeting,greeting,0.867,flow_3,v1.0,w1.1,453,desktop,Safari,IN,1,,,,FALSE,FALSE,1,0.264,24:59.2
conv_6a1f71890462,user_595,anon_335f7d43b7,,07:06.8,41:46.8,web_chat,completed,FALSE,,,,,9,1,8,229.9,1,complaint,complaint,0.699,flow_27,v2.1,w1.0,794,tablet,Chrome,GB,0,,,,FALSE,FALSE,,0.436,12:19.8
conv_93e0e3d402db,user_1585,anon_82a0d786c1,acct_896,18:12.9,16:10.9,bot,abandoned,TRUE,43:38.9,9,flow_node_90,TIMEOUT,7,3,4,302.8,0,greeting,greeting,0.561,flow_3,v1.0,w2.0,1095,mobile,Safari,GB,1,,,,FALSE,FALSE,3,0.191,23:01.9
conv_b2fa118ae00d,user_314,anon_5ba9a19178,,55:34.9,41:19.9,web_chat,abandoned,TRUE,00:38.9,10,flow_node_22,USER_LEFT,7,4,3,50,0,password_reset,password_reset,0.677,flow_46,v1.1,w2.0,653,mobile,Firefox,US,0,,,,TRUE,FALSE,5,0.063,04:26.9
conv_cd40b48ae2f7,user_1779,anon_24da12609f,,55:01.1,31:19.1,web_chat,abandoned,TRUE,16:32.1,5,flow_node_82,LONG_BOT_LATENCY,7,5,2,478.2,0,greeting,greeting,0.883,flow_25,v1.1,w1.1,236,mobile,Chrome,IN,0,,,,FALSE,FALSE,,0.149,00:02.1
conv_2344c55286e7,user_466,anon_9c10a6b87d,acct_1154,06:29.8,31:11.8,web_chat,completed,FALSE,,,,,8,3,5,107.6,1,product_info,product_info,0.699,flow_10,v1.0,w2.0,1136,desktop,Chrome,IN,0,,,,FALSE,FALSE,1,0.593,10:34.8
conv_4b8f298c8139,user_382,anon_cb80044dfb,acct_530,33:30.2,28:59.2,bot,completed,FALSE,,,,,10,1,9,139.7,1,password_reset,password_reset,0.804,flow_31,v2.0,w1.1,378,mobile,Safari,IN,0,,,,TRUE,FALSE,3,0.444,38:56.2
conv_bff64a1d7449,user_1982,anon_dc8767cbf1,,45:25.5,35:26.5,bot,completed,FALSE,,,,,6,5,1,317.8,1,complaint,complaint,0.678,flow_5,v2.0,w1.1,425,desktop,Edge,BR,0,,,,FALSE,FALSE,,0.171,47:20.5
